nivel_confianza,media,limite_inferior,limite_superior,amplitud,metodo
0.9,5.964113923684166e-05,-0.00023630192662866265,0.00035558420510234596,0.0005918861317310086,t de Student
0.95,5.964113923684166e-05,-0.00029301595493235567,0.000412298233406039,0.0007053141883383946,t de Student
0.99,5.964113923684166e-05,-0.0004038908463201605,0.0005231731247938438,0.0009270639711140043,t de Student
