nivel_confianza,varianza_muestral,limite_inferior,limite_superior,amplitud,metodo
0.9,2.33892007749721,2.265509963257032,2.4161597936338457,0.15064983037681356,chi-cuadrado
0.95,2.33892007749721,2.251744429453091,2.431282976403087,0.17953854694999638,chi-cuadrado
0.99,2.33892007749721,2.2251612960973937,2.461206117929518,0.23604482183212427,chi-cuadrado
