nivel_confianza,varianza_muestral,limite_inferior,limite_superior,amplitud,metodo
0.9,0.00016901597204993271,0.0001637106859832183,0.00017459804734787433,1.0887361364656032e-05,chi-cuadrado
0.95,0.00016901597204993271,0.00016271586466891857,0.00017569099443476142,1.297512976584285e-05,chi-cuadrado
0.99,0.00016901597204993271,0.0001607947304770537,0.00017785353190148968,1.705880142443598e-05,chi-cuadrado
